rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
59,Iceland,ISL,538,509,-11,UEFA,2003-06-25
59,Scotland,SCO,538,524,-5,UEFA,2003-06-25
61,Zimbabwe,ZIM,536,538,6,CAF,2003-06-25
62,Estonia,EST,534,528,1,UEFA,2003-06-25
76,Kenya,KEN,493,486,-2,CAF,2003-06-25
75,Bosnia and Herzegovina,BIH,495,503,3,UEFA,2003-06-25
74,Qatar,QAT,499,506,3,AFC,2003-06-25
73,Mali,MLI,505,493,-1,CAF,2003-06-25
72,Burkina Faso,BFA,508,470,-11,CAF,2003-06-25
70,China PR,CHN,510,513,2,AFC,2003-06-25
45,Finland,FIN,585,577,0,UEFA,2003-06-25
70,Chile,CHI,510,494,-3,CONMEBOL,2003-06-25
68,Algeria,ALG,522,517,2,CAF,2003-06-25
67,Zambia,ZAM,526,512,-2,CAF,2003-06-25
65,Thailand,THA,529,533,6,AFC,2003-06-25
65,Guatemala,GUA,529,534,7,CONCACAF,2003-06-25
64,Iraq,IRQ,531,535,8,AFC,2003-06-25
63,Cuba,CUB,532,535,7,CONCACAF,2003-06-25
69,Ghana,GHA,513,516,2,CAF,2003-06-25
77,Jordan,JOR,489,492,2,AFC,2003-06-25
11,Italy,ITA,711,709,-1,UEFA,2003-06-25
13,Denmark,DEN,710,715,3,UEFA,2003-06-25
44,Israel,ISR,593,596,4,UEFA,2003-06-25
42,Tunisia,TUN,596,596,2,CAF,2003-06-25
42,Honduras,HON,596,608,5,CONCACAF,2003-06-25
41,IR Iran,IRN,600,614,7,AFC,2003-06-25
40,Switzerland,SUI,605,588,-3,UEFA,2003-06-25
39,Egypt,EGY,606,587,-5,CAF,2003-06-25
38,Bulgaria,BUL,612,611,3,UEFA,2003-06-25
37,Morocco,MAR,613,604,-1,CAF,2003-06-25
36,Ecuador,ECU,616,620,3,CONMEBOL,2003-06-25
33,South Africa,RSA,619,624,2,CAF,2003-06-25
33,Poland,POL,619,627,4,UEFA,2003-06-25
33,Greece,GRE,619,577,-12,UEFA,2003-06-25
31,Uruguay,URU,626,629,3,CONMEBOL,2003-06-25
31,Nigeria,NGA,626,621,-1,CAF,2003-06-25
30,Russia,RUS,627,641,5,UEFA,2003-06-25
29,Slovenia,SVN,628,610,-7,UEFA,2003-06-25
28,Senegal,SEN,633,627,-1,CAF,2003-06-25
14,Republic of Ireland,IRL,703,704,-1,UEFA,2003-06-25
15,Portugal,POR,692,706,1,UEFA,2003-06-25
16,Cameroon,CMR,691,666,-2,CAF,2003-06-25
17,Belgium,BEL,672,681,1,UEFA,2003-06-25
18,Costa Rica,CRC,663,671,1,CONCACAF,2003-06-25
18,Sweden,SWE,663,660,-2,UEFA,2003-06-25
11,Mexico,MEX,711,720,2,CONCACAF,2003-06-25
20,Paraguay,PAR,657,664,1,CONMEBOL,2003-06-25
22,Colombia,COL,651,601,-17,CONMEBOL,2003-06-25
23,Norway,NOR,648,643,-1,UEFA,2003-06-25
24,Japan,JPN,643,645,1,AFC,2003-06-25
24,Korea Republic,KOR,643,656,3,AFC,2003-06-25
26,Croatia,CRO,640,640,0,UEFA,2003-06-25
27,Serbia and Montenegro,SCG,636,650,5,UEFA,2003-06-25
21,Romania,ROU,652,631,-6,UEFA,2003-06-25
148,Palestine,PLE,277,278,1,AFC,2003-06-25
78,Canada,CAN,482,488,1,CONCACAF,2003-06-25
80,Peru,PER,480,479,-1,CONMEBOL,2003-06-25
116,Malaysia,MAS,394,396,4,AFC,2003-06-25
117,Korea DPR,PRK,391,391,1,AFC,2003-06-25
118,Guinea,GUI,390,364,-5,CAF,2003-06-25
119,Rwanda,RWA,386,367,-2,CAF,2003-06-25
119,St. Kitts and Nevis,SKN,386,389,2,CONCACAF,2003-06-25
121,Lebanon,LBN,379,388,3,AFC,2003-06-25
122,Gabon,GAB,372,356,-3,CAF,2003-06-25
122,Tahiti,TAH,372,375,2,OFC,2003-06-25
124,Kazakhstan,KAZ,363,366,2,UEFA,2003-06-25
125,Lesotho,LES,361,355,-1,CAF,2003-06-25
126,Panama,PAN,354,360,2,CONCACAF,2003-06-25
127,Benin,BEN,353,314,-9,CAF,2003-06-25
127,Botswana,BOT,353,327,-3,CAF,2003-06-25
129,India,IND,352,355,3,AFC,2003-06-25
130,Malta,MLT,342,346,2,UEFA,2003-06-25
131,Mozambique,MOZ,341,324,0,CAF,2003-06-25
132,Ethiopia,ETH,334,317,-3,CAF,2003-06-25
146,Liechtenstein,LIE,280,274,-2,UEFA,2003-06-25
145,Bangladesh,BAN,285,286,1,AFC,2003-06-25
144,Cape Verde Islands,CPV,289,250,-9,CAF,2003-06-25
142,Turkmenistan,TKM,299,305,3,AFC,2003-06-25
142,Andorra,AND,299,297,0,UEFA,2003-06-25
141,Grenada,GRN,302,309,3,CONCACAF,2003-06-25
115,Faroe Islands,FRO,399,395,2,UEFA,2003-06-25
139,Sri Lanka,SRI,305,305,0,AFC,2003-06-25
138,Burundi,BDI,312,313,1,CAF,2003-06-25
137,Gambia,GAM,316,291,-6,CAF,2003-06-25
136,Hong Kong,HKG,318,320,2,AFC,2003-06-25
135,Sierra Leone,SLE,329,323,2,CAF,2003-06-25
134,Namibia,NAM,330,324,3,CAF,2003-06-25
133,Mauritius,MRI,331,331,4,CAF,2003-06-25
139,Myanmar,MYA,305,305,0,AFC,2003-06-25
79,Latvia,LVA,481,483,0,UEFA,2003-06-25
114,Eswatini,SWZ,400,387,-5,CAF,2003-06-25
112,Armenia,ARM,405,417,7,UEFA,2003-06-25
81,Angola,ANG,479,468,-5,CAF,2003-06-25
82,Belarus,BLR,478,489,6,UEFA,2003-06-25
83,Cyprus,CYP,474,463,-5,UEFA,2003-06-25
84,Haiti,HAI,473,482,4,CONCACAF,2003-06-25
85,El Salvador,SLV,469,472,3,CONCACAF,2003-06-25
86,Georgia,GEO,468,469,2,UEFA,2003-06-25
10,Czech Republic,CZE,712,707,-3,UEFA,2003-06-25
88,Albania,ALB,466,458,-1,UEFA,2003-06-25
89,Indonesia,IDN,465,469,5,AFC,2003-06-25
90,FYR Macedonia,MKD,461,446,-3,UEFA,2003-06-25
91,Kuwait,KUW,455,464,4,AFC,2003-06-25
91,Libya,LBY,455,439,-6,CAF,2003-06-25
93,Syria,SYR,445,448,3,AFC,2003-06-25
94,Barbados,BRB,442,444,0,CONCACAF,2003-06-25
95,Singapore,SGP,439,437,-3,AFC,2003-06-25
95,United Arab Emirates,UAE,439,448,5,AFC,2003-06-25
95,Vietnam,VIE,439,442,0,AFC,2003-06-25
110,St. Lucia,LCA,408,410,2,CONCACAF,2003-06-25
110,Northern Ireland,NIR,408,399,-1,UEFA,2003-06-25
108,Uzbekistan,UZB,410,417,3,AFC,2003-06-25
108,Bolivia,BOL,410,419,5,CONMEBOL,2003-06-25
107,Sudan,SDN,411,404,-3,CAF,2003-06-25
106,Moldova,MDA,412,392,-9,UEFA,2003-06-25
113,Oman,OMA,404,413,6,AFC,2003-06-25
104,Bahrain,BHR,417,422,3,AFC,2003-06-25
103,Madagascar,MAD,418,421,1,CAF,2003-06-25
102,Uganda,UGA,420,409,-7,CAF,2003-06-25
101,Malawi,MWI,422,418,-3,CAF,2003-06-25
100,Congo,CGO,423,424,0,CAF,2003-06-25
99,Lithuania,LTU,427,434,0,UEFA,2003-06-25
98,Liberia,LBR,438,441,2,CAF,2003-06-25
104,Azerbaijan,AZE,417,395,-9,UEFA,2003-06-25
86,Togo,TOG,468,447,-6,CAF,2003-06-25
167,Belize,BLZ,187,190,1,CONCACAF,2003-06-25
48,Saudi Arabia,KSA,568,581,2,AFC,2003-07-30
59,Iceland,ISL,534,538,0,UEFA,2003-07-30
60,New Zealand,NZL,533,550,7,OFC,2003-07-30
146,Bangladesh,BAN,284,285,1,AFC,2003-07-30
145,Cape Verde Islands,CPV,288,289,1,CAF,2003-07-30
144,Turkmenistan,TKM,292,299,2,AFC,2003-07-30
143,Grenada,GRN,294,302,2,CONCACAF,2003-07-30
142,Andorra,AND,298,299,0,UEFA,2003-07-30
140,Sri Lanka,SRI,304,305,1,AFC,2003-07-30
140,Fiji,FIJ,304,274,-9,OFC,2003-07-30
139,Myanmar,MYA,305,305,0,AFC,2003-07-30
138,Burundi,BDI,309,312,0,CAF,2003-07-30
137,Gambia,GAM,312,316,0,CAF,2003-07-30
58,Venezuela,VEN,539,544,3,CONMEBOL,2003-07-30
136,Hong Kong,HKG,316,318,0,AFC,2003-07-30
134,Sierra Leone,SLE,324,329,-1,CAF,2003-07-30
133,Ethiopia,ETH,329,334,1,CAF,2003-07-30
132,Malta,MLT,338,342,2,UEFA,2003-07-30
131,India,IND,349,352,2,AFC,2003-07-30
130,Mozambique,MOZ,351,341,-1,CAF,2003-07-30
129,Kazakhstan,KAZ,353,363,5,UEFA,2003-07-30
128,Mauritius,MRI,358,331,-5,CAF,2003-07-30
127,Botswana,BOT,367,353,0,CAF,2003-07-30
126,Tahiti,TAH,368,372,4,OFC,2003-07-30
124,St. Kitts and Nevis,SKN,369,386,5,CONCACAF,2003-07-30
124,Lebanon,LBN,369,379,3,AFC,2003-07-30
123,Benin,BEN,372,353,-4,CAF,2003-07-30
135,Namibia,NAM,323,330,1,CAF,2003-07-30
122,Lesotho,LES,373,361,-3,CAF,2003-07-30
57,Congo DR,COD,540,541,-1,CAF,2003-07-30
55,Austria,AUT,541,544,0,UEFA,2003-07-30
17,Costa Rica,CRC,684,663,-1,CONCACAF,2003-07-30
18,Belgium,BEL,670,672,1,UEFA,2003-07-30
19,Sweden,SWE,662,663,1,UEFA,2003-07-30
20,Paraguay,PAR,651,657,0,CONMEBOL,2003-07-30
21,Romania,ROU,648,652,0,UEFA,2003-07-30
22,Colombia,COL,647,651,0,CONMEBOL,2003-07-30
23,Norway,NOR,646,648,0,UEFA,2003-07-30
24,Japan,JPN,639,643,0,AFC,2003-07-30
25,Croatia,CRO,638,640,-1,UEFA,2003-07-30
26,Uruguay,URU,633,626,-5,CONMEBOL,2003-07-30
27,Korea Republic,KOR,631,643,3,AFC,2003-07-30
28,Senegal,SEN,628,633,0,CAF,2003-07-30
55,Slovakia,SVK,541,544,0,UEFA,2003-07-30
29,Nigeria,NGA,627,626,-2,CAF,2003-07-30
31,South Africa,RSA,623,619,-2,CAF,2003-07-30
32,Russia,RUS,622,627,2,UEFA,2003-07-30
44,Tunisia,TUN,590,596,2,CAF,2003-07-30
45,Finland,FIN,585,585,0,UEFA,2003-07-30
46,Jamaica,JAM,580,571,-2,CONCACAF,2003-07-30
47,Ukraine,UKR,576,579,0,UEFA,2003-07-30
48,Hungary,HUN,568,570,-1,UEFA,2003-07-30
50,Zimbabwe,ZIM,557,536,-11,CAF,2003-07-30
51,Wales,WAL,556,558,0,UEFA,2003-07-30
52,Côte d'Ivoire,CIV,550,555,0,CAF,2003-07-30
53,Cuba,CUB,544,532,-10,CONCACAF,2003-07-30
54,Trinidad and Tobago,TRI,543,549,0,CONCACAF,2003-07-30
30,Slovenia,SVN,624,628,1,UEFA,2003-07-30
16,Portugal,POR,686,692,1,UEFA,2003-07-30
121,Gabon,GAB,388,372,-1,CAF,2003-07-30
119,Korea DPR,PRK,391,391,2,AFC,2003-07-30
88,Georgia,GEO,462,468,2,UEFA,2003-07-30
87,Albania,ALB,464,466,-1,UEFA,2003-07-30
86,Togo,TOG,466,468,0,CAF,2003-07-30
85,Cyprus,CYP,470,474,2,UEFA,2003-07-30
84,Libya,LBY,473,455,-7,CAF,2003-07-30
83,Belarus,BLR,474,478,1,UEFA,2003-07-30
82,El Salvador,SLV,476,469,-3,CONCACAF,2003-07-30
81,Jordan,JOR,486,489,4,AFC,2003-07-30
80,Bosnia and Herzegovina,BIH,490,495,5,UEFA,2003-07-30
79,Qatar,QAT,491,499,5,AFC,2003-07-30
78,Canada,CAN,492,482,0,CONCACAF,2003-07-30
77,Angola,ANG,495,479,-4,CAF,2003-07-30
88,Haiti,HAI,462,473,4,CONCACAF,2003-07-30
76,Latvia,LVA,497,481,-3,UEFA,2003-07-30
74,Chile,CHI,502,510,4,CONMEBOL,2003-07-30
73,China PR,CHN,505,510,3,AFC,2003-07-30
71,Peru,PER,507,480,-9,CONMEBOL,2003-07-30
71,Ghana,GHA,507,513,2,CAF,2003-07-30
70,Iraq,IRQ,511,531,6,AFC,2003-07-30
69,Algeria,ALG,520,522,1,CAF,2003-07-30
68,Mali,MLI,521,505,-5,CAF,2003-07-30
67,Zambia,ZAM,522,526,0,CAF,2003-07-30
66,Burkina Faso,BFA,523,508,-6,CAF,2003-07-30
65,Guatemala,GUA,524,529,0,CONCACAF,2003-07-30
64,Thailand,THA,526,529,-1,AFC,2003-07-30
63,Australia,AUS,528,562,13,AFC,2003-07-30
75,Kenya,KEN,501,493,-1,CAF,2003-07-30
119,Malaysia,MAS,391,394,3,AFC,2003-07-30
90,Indonesia,IDN,461,465,1,AFC,2003-07-30
92,Kuwait,KUW,444,455,1,AFC,2003-07-30
118,Panama,PAN,393,354,-8,CONCACAF,2003-07-30
117,Oman,OMA,395,404,4,AFC,2003-07-30
116,St. Lucia,LCA,396,408,6,CONCACAF,2003-07-30
115,Faroe Islands,FRO,397,399,0,UEFA,2003-07-30
114,Bolivia,BOL,399,410,6,CONMEBOL,2003-07-30
113,Armenia,ARM,400,405,1,UEFA,2003-07-30
112,Uzbekistan,UZB,401,410,4,AFC,2003-07-30
110,Northern Ireland,NIR,403,408,0,UEFA,2003-07-30
110,Rwanda,RWA,403,386,-9,CAF,2003-07-30
109,Guinea,GUI,408,390,-9,CAF,2003-07-30
105,Sudan,SDN,409,411,-2,CAF,2003-07-30
105,Moldova,MDA,409,412,-1,UEFA,2003-07-30
91,FYR Macedonia,MKD,460,461,1,UEFA,2003-07-30
105,Madagascar,MAD,409,418,2,CAF,2003-07-30
104,Bahrain,BHR,414,417,0,AFC,2003-07-30
103,Eswatini,SWZ,416,400,-11,CAF,2003-07-30
102,Malawi,MWI,418,422,1,CAF,2003-07-30
101,Uganda,UGA,420,420,-1,CAF,2003-07-30
100,Congo,CGO,424,423,0,CAF,2003-07-30
98,United Arab Emirates,UAE,430,439,3,AFC,2003-07-30
98,Liberia,LBR,430,438,0,CAF,2003-07-30
97,Singapore,SGP,433,439,2,AFC,2003-07-30
96,Vietnam,VIE,435,439,1,AFC,2003-07-30
95,Barbados,BRB,437,442,1,CONCACAF,2003-07-30
94,Lithuania,LTU,440,427,-5,UEFA,2003-07-30
93,Syria,SYR,441,445,0,AFC,2003-07-30
105,Azerbaijan,AZE,409,417,1,UEFA,2003-07-30
62,Estonia,EST,532,534,0,UEFA,2003-07-30
15,Republic of Ireland,IRL,702,703,1,UEFA,2003-07-30
12,Denmark,DEN,709,710,-1,UEFA,2003-07-30
196,Djibouti,DJI,61,62,0,CAF,2003-07-30
197,Anguilla,AIA,58,59,0,CONCACAF,2003-07-30
198,US Virgin Islands,VIR,49,50,0,CONCACAF,2003-07-30
199,Afghanistan,AFG,48,48,0,AFC,2003-07-30
200,Puerto Rico,PUR,44,45,0,CONCACAF,2003-07-30
147,Liechtenstein,LIE,280,280,1,UEFA,2003-07-30
148,Suriname,SUR,277,278,1,CONCACAF,2003-07-30
149,Palestine,PLE,275,277,1,AFC,2003-07-30
150,Maldives,MDV,265,266,-2,AFC,2003-07-30
151,Solomon Islands,SOL,263,269,1,OFC,2003-07-30
151,Yemen,YEM,263,268,0,AFC,2003-07-30
153,Luxembourg,LUX,246,248,0,UEFA,2003-07-30
154,St. Vincent and the Grenadines,VIN,241,248,1,CONCACAF,2003-07-30
155,Eritrea,ERI,239,236,0,CAF,2003-07-30
156,Vanuatu,VAN,227,212,-6,OFC,2003-07-30
157,Dominican Republic,DOM,225,227,0,CONCACAF,2003-07-30
158,Tanzania,TAN,224,225,0,CAF,2003-07-30
159,Chad,CHA,222,205,-6,CAF,2003-07-30
160,Antigua and Barbuda,ATG,220,221,1,CONCACAF,2003-07-30
14,Italy,ITA,708,711,3,UEFA,2003-07-30
201,Guam,GUM,20,20,0,AFC,2003-07-30
162,Chinese Taipei,TPE,212,228,6,AFC,2003-07-30
163,San Marino,SMR,211,213,2,UEFA,2003-07-30
195,Aruba,ARU,80,82,1,CONCACAF,2003-07-30
194,Sao Tome e Principe,STP,81,82,0,CAF,2003-07-30
193,Brunei Darussalam,BRU,83,84,1,AFC,2003-07-30
192,Somalia,SOM,85,86,1,CAF,2003-07-30
191,Bhutan,BHU,89,83,-2,AFC,2003-07-30
190,Bahamas,BAH,101,103,0,CONCACAF,2003-07-30
189,Guinea-Bissau,GNB,108,111,0,CAF,2003-07-30
188,Cook Islands,COK,114,116,0,OFC,2003-07-30
187,Philippines,PHI,124,125,0,AFC,2003-07-30
186,Macau,MAC,125,126,0,AFC,2003-07-30
184,Mongolia,MNG,138,138,-1,AFC,2003-07-30
183,Dominica,DMA,145,150,2,CONCACAF,2003-07-30
182,Tonga,TGA,147,145,-1,OFC,2003-07-30
181,Bermuda,BER,150,153,2,CONCACAF,2003-07-30
180,Tajikistan,TJK,157,162,5,AFC,2003-07-30
164,Laos,LAO,210,211,1,AFC,2003-07-30
179,Equatorial Guinea,EQG,158,147,-3,CAF,2003-07-30
177,Seychelles,SEY,164,157,-1,CAF,2003-07-30
176,Central African Republic,CTA,166,162,1,CAF,2003-07-30
175,Mauritania,MTN,167,153,-4,CAF,2003-07-30
174,Cayman Islands,CAY,168,170,1,CONCACAF,2003-07-30
173,Nicaragua,NCA,173,172,1,CONCACAF,2003-07-30
172,Kyrgyz Republic,KGZ,176,179,2,AFC,2003-07-30
171,Cambodia,CAM,178,179,1,AFC,2003-07-30
170,Samoa,SAM,181,185,2,OFC,2003-07-30
168,Papua New Guinea,PNG,182,182,-1,OFC,2003-07-30
1,Brazil,BRA,848,834,0,CONMEBOL,2003-07-30
2,France,FRA,824,814,0,UEFA,2003-07-30
178,Guyana,GUY,160,161,1,CONCACAF,2003-07-30
165,Nepal,NEP,209,211,2,AFC,2003-07-30
161,Pakistan,PAK,215,215,1,AFC,2003-07-30
167,Belize,BLZ,184,187,0,CONCACAF,2003-07-30
203,Turks and Caicos Islands,TCA,16,16,0,CONCACAF,2003-07-30
202,American Samoa,ASA,19,19,0,OFC,2003-07-30
33,Serbia and Montenegro,SCG,621,636,6,UEFA,2003-07-30
34,Greece,GRE,619,619,1,UEFA,2003-07-30
35,Morocco,MAR,618,613,-2,CAF,2003-07-30
36,Poland,POL,614,619,3,UEFA,2003-07-30
37,Bulgaria,BUL,610,612,-1,UEFA,2003-07-30
38,Ecuador,ECU,608,616,2,CONMEBOL,2003-07-30
39,Egypt,EGY,605,606,0,CAF,2003-07-30
40,Switzerland,SUI,604,605,0,UEFA,2003-07-30
41,Honduras,HON,603,596,-1,CONCACAF,2003-07-30
42,IR Iran,IRN,594,600,1,AFC,2003-07-30
43,Israel,ISR,591,593,-1,UEFA,2003-07-30
3,Spain,ESP,755,762,0,UEFA,2003-07-30
4,Netherlands,NED,750,752,-1,UEFA,2003-07-30
5,Mexico,MEX,749,711,-6,CONCACAF,2003-07-30
6,Argentina,ARG,746,754,2,CONMEBOL,2003-07-30
7,Turkey,TUR,738,733,0,UEFA,2003-07-30
8,Germany,GER,736,745,2,UEFA,2003-07-30
9,USA,USA,731,717,0,CONCACAF,2003-07-30
10,England,ENG,726,727,2,UEFA,2003-07-30
11,Czech Republic,CZE,711,712,1,UEFA,2003-07-30
12,Cameroon,CMR,709,691,-4,CAF,2003-07-30
204,Montserrat,MSR,8,8,0,CONCACAF,2003-07-30
166,Niger,NIG,192,165,-8,CAF,2003-07-30
60,Scotland,SCO,533,538,1,UEFA,2003-07-30
168,British Virgin Islands,VGB,182,189,2,CONCACAF,2003-07-30
103,Malawi,MWI,415,418,1,CAF,2003-08-27
126,Tahiti,TAH,365,368,0,OFC,2003-08-27
125,Botswana,BOT,367,367,-2,CAF,2003-08-27
123,St. Kitts and Nevis,SKN,374,369,-1,CONCACAF,2003-08-27
123,Benin,BEN,374,372,0,CAF,2003-08-27
122,St. Lucia,LCA,378,396,6,CONCACAF,2003-08-27
120,Lesotho,LES,382,373,-2,CAF,2003-08-27
120,Azerbaijan,AZE,382,409,15,UEFA,2003-08-27
119,Gabon,GAB,384,388,-2,CAF,2003-08-27
118,Faroe Islands,FRO,386,397,3,UEFA,2003-08-27
116,Panama,PAN,387,393,-2,CONCACAF,2003-08-27
116,Oman,OMA,387,395,-1,AFC,2003-08-27
115,Malaysia,MAS,388,391,-4,AFC,2003-08-27
114,Bolivia,BOL,390,399,0,CONMEBOL,2003-08-27
113,Korea DPR,PRK,391,391,-6,AFC,2003-08-27
127,Lebanon,LBN,364,369,3,AFC,2003-08-27
128,Mozambique,MOZ,352,351,-2,CAF,2003-08-27
129,Kazakhstan,KAZ,351,353,0,UEFA,2003-08-27
111,Armenia,ARM,396,400,-2,UEFA,2003-08-27
102,Eswatini,SWZ,418,416,-1,CAF,2003-08-27
101,Congo,CGO,420,424,1,CAF,2003-08-27
130,India,IND,346,349,-1,AFC,2003-08-27
131,Malta,MLT,340,338,-1,UEFA,2003-08-27
104,Uzbekistan,UZB,413,401,-8,AFC,2003-08-27
133,Ethiopia,ETH,334,329,0,CAF,2003-08-27
134,Sierra Leone,SLE,322,324,0,CAF,2003-08-27
104,Guinea,GUI,413,408,-5,CAF,2003-08-27
135,Hong Kong,HKG,317,316,-1,AFC,2003-08-27
137,Gambia,GAM,312,312,0,CAF,2003-08-27
106,Bahrain,BHR,412,414,2,AFC,2003-08-27
107,Moldova,MDA,409,409,2,UEFA,2003-08-27
108,Madagascar,MAD,408,409,3,CAF,2003-08-27
138,Burundi,BDI,306,309,0,CAF,2003-08-27
109,Rwanda,RWA,406,403,-1,CAF,2003-08-27
110,Sudan,SDN,401,409,5,CAF,2003-08-27
136,Namibia,NAM,316,323,1,CAF,2003-08-27
132,Mauritius,MRI,337,358,4,CAF,2003-08-27
139,Myanmar,MYA,305,305,0,AFC,2003-08-27
140,Sri Lanka,SRI,304,304,0,AFC,2003-08-27
174,Central African Republic,CTA,167,166,-2,CAF,2003-08-27
176,Mauritania,MTN,166,167,1,CAF,2003-08-27
177,Seychelles,SEY,165,164,0,CAF,2003-08-27
178,Equatorial Guinea,EQG,160,158,-1,CAF,2003-08-27
179,Tajikistan,TJK,152,157,-1,AFC,2003-08-27
180,Guyana,GUY,151,160,2,CONCACAF,2003-08-27
181,Bermuda,BER,147,150,0,CONCACAF,2003-08-27
182,Tonga,TGA,145,147,0,OFC,2003-08-27
183,Dominica,DMA,141,145,0,CONCACAF,2003-08-27
184,Mongolia,MNG,139,138,0,AFC,2003-08-27
186,Macau,MAC,124,125,0,AFC,2003-08-27
187,Philippines,PHI,122,124,0,AFC,2003-08-27
188,Cook Islands,COK,111,114,0,OFC,2003-08-27
189,Guinea-Bissau,GNB,105,108,0,CAF,2003-08-27
190,Bahamas,BAH,99,101,0,CONCACAF,2003-08-27
191,Bhutan,BHU,89,89,0,AFC,2003-08-27
192,Somalia,SOM,85,85,0,CAF,2003-08-27
193,Brunei Darussalam,BRU,83,83,0,AFC,2003-08-27
194,Sao Tome e Principe,STP,79,81,0,CAF,2003-08-27
195,Aruba,ARU,78,80,0,CONCACAF,2003-08-27
196,Djibouti,DJI,60,61,0,CAF,2003-08-27
197,Anguilla,AIA,57,58,0,CONCACAF,2003-08-27
198,Afghanistan,AFG,48,48,-1,AFC,2003-08-27
199,US Virgin Islands,VIR,47,49,1,CONCACAF,2003-08-27
200,Puerto Rico,PUR,43,44,0,CONCACAF,2003-08-27
201,Guam,GUM,20,20,0,AFC,2003-08-27
202,American Samoa,ASA,19,19,0,OFC,2003-08-27
203,Turks and Caicos Islands,TCA,15,16,0,CONCACAF,2003-08-27
204,Montserrat,MSR,7,8,0,CONCACAF,2003-08-27
174,Cayman Islands,CAY,167,168,0,CONCACAF,2003-08-27
172,Nicaragua,NCA,174,173,-1,CONCACAF,2003-08-27
172,Kyrgyz Republic,KGZ,174,176,0,AFC,2003-08-27
171,Cambodia,CAM,176,178,0,AFC,2003-08-27
141,Fiji,FIJ,301,304,1,OFC,2003-08-27
142,Andorra,AND,298,298,0,UEFA,2003-08-27
143,Cape Verde Islands,CPV,288,288,-2,CAF,2003-08-27
144,Grenada,GRN,287,294,1,CONCACAF,2003-08-27
145,Liechtenstein,LIE,286,280,-2,UEFA,2003-08-27
145,Turkmenistan,TKM,286,292,1,AFC,2003-08-27
147,Bangladesh,BAN,283,284,1,AFC,2003-08-27
148,Palestine,PLE,274,275,-1,AFC,2003-08-27
149,Maldives,MDV,265,265,-1,AFC,2003-08-27
150,Solomon Islands,SOL,260,263,-1,OFC,2003-08-27
150,Suriname,SUR,260,277,2,CONCACAF,2003-08-27
152,Yemen,YEM,258,263,1,AFC,2003-08-27
153,Luxembourg,LUX,252,246,0,UEFA,2003-08-27
154,Eritrea,ERI,239,239,-1,CAF,2003-08-27
100,United Arab Emirates,UAE,421,430,2,AFC,2003-08-27
155,St. Vincent and the Grenadines,VIN,234,241,1,CONCACAF,2003-08-27
157,Tanzania,TAN,223,224,-1,CAF,2003-08-27
158,San Marino,SMR,219,211,-5,UEFA,2003-08-27
159,Antigua and Barbuda,ATG,218,220,-1,CONCACAF,2003-08-27
160,Chinese Taipei,TPE,215,212,-2,AFC,2003-08-27
160,Pakistan,PAK,215,215,-1,AFC,2003-08-27
162,Laos,LAO,209,210,-2,AFC,2003-08-27
163,Chad,CHA,208,222,4,CAF,2003-08-27
163,Dominican Republic,DOM,208,225,6,CONCACAF,2003-08-27
165,Nepal,NEP,207,209,0,AFC,2003-08-27
166,Niger,NIG,194,192,0,CAF,2003-08-27
167,Papua New Guinea,PNG,181,182,-1,OFC,2003-08-27
168,Belize,BLZ,180,184,1,CONCACAF,2003-08-27
169,British Virgin Islands,VGB,179,182,1,CONCACAF,2003-08-27
170,Samoa,SAM,178,181,0,OFC,2003-08-27
156,Vanuatu,VAN,227,227,0,OFC,2003-08-27
99,Uganda,UGA,422,420,-2,CAF,2003-08-27
112,Northern Ireland,NIR,395,403,2,UEFA,2003-08-27
97,Vietnam,VIE,432,435,1,AFC,2003-08-27
26,Croatia,CRO,636,638,1,UEFA,2003-08-27
27,Nigeria,NGA,629,627,-2,CAF,2003-08-27
28,Senegal,SEN,623,628,0,CAF,2003-08-27
29,Greece,GRE,621,619,-5,UEFA,2003-08-27
29,Korea Republic,KOR,621,631,2,AFC,2003-08-27
29,Serbia and Montenegro,SCG,621,621,-4,UEFA,2003-08-27
29,Slovenia,SVN,621,624,-1,UEFA,2003-08-27
33,South Africa,RSA,619,623,2,CAF,2003-08-27
34,Poland,POL,618,614,-2,UEFA,2003-08-27
35,Bulgaria,BUL,615,610,-2,UEFA,2003-08-27
36,Morocco,MAR,614,618,1,CAF,2003-08-27
37,Ecuador,ECU,611,608,-1,CONMEBOL,2003-08-27
38,Russia,RUS,610,622,6,UEFA,2003-08-27
39,Egypt,EGY,599,605,0,CAF,2003-08-27
40,Honduras,HON,598,603,-1,CONCACAF,2003-08-27
40,Switzerland,SUI,598,604,0,UEFA,2003-08-27
42,Israel,ISR,595,591,-1,UEFA,2003-08-27
43,Finland,FIN,593,585,-2,UEFA,2003-08-27
44,Tunisia,TUN,582,590,0,CAF,2003-08-27
45,Jamaica,JAM,577,580,-1,CONCACAF,2003-08-27
46,Ukraine,UKR,573,576,-1,UEFA,2003-08-27
24,Uruguay,URU,640,633,-2,CONMEBOL,2003-08-27
47,IR Iran,IRN,572,594,5,AFC,2003-08-27
24,Colombia,COL,640,647,2,CONMEBOL,2003-08-27
22,Norway,NOR,646,646,-1,UEFA,2003-08-27
98,Liberia,LBR,423,430,0,CAF,2003-08-27
2,France,FRA,825,824,0,UEFA,2003-08-27
