sheet,chain,co_owned,state,southj,centralj,northj,pa1,pa2,shore,ncalls,empft,emppt,nmgrs,wage_st,inctime,firstinc,bonus,pctaff,meals,open,hrsopen,psoda,pfry,pentree,nregs,nregs11,type2,status2,date2,ncalls2,empft2,emppt2,nmgrs2,wage_st2,inctime2,firstin2,special2,meals2,open2r,hrsopen2,psoda2,pfry2,pentree2,nregs2,nregs112,firmid,postevent,NJ,emp
364,2,0,1,1,0,0,0,0,0,3,3.5,20,3,4.25,13,0.12,1,,2,11,12,0.95,0.85,2.45,4,4,1,1,111492,,1,30,4,5.05,52,0.25,0,1,10.5,12.5,1.05,0.84,2.43,5,3,286,1,1,31
366,3,0,1,1,0,0,0,0,0,3,2,17,3,4.5,13,0.25,0,50,2,10.5,11.5,1.02,0.91,0.63,5,4,1,1,111892,1,1,19,4,5.05,13,0.25,0,2,10.5,11.5,1.01,0.9,0.63,4,3,287,0,1,19
366,3,0,1,1,0,0,0,0,0,3,2,17,3,4.5,13,0.25,0,50,2,10.5,11.5,1.02,0.91,0.63,5,4,1,1,111892,1,1,19,4,5.05,13,0.25,0,2,10.5,11.5,1.01,0.9,0.63,4,3,287,1,1,20
368,4,0,1,1,0,0,0,0,0,1,0,20,3,4.25,13,0.15,0,20,3,10.5,12.5,0.89,0.86,0.95,2,1,1,1,111392,,0,25,2,5.05,19,0.15,0,1,10.5,11.5,1,0.85,0.95,2,2,288,0,1,20
368,4,0,1,1,0,0,0,0,0,1,0,20,3,4.25,13,0.15,0,20,3,10.5,12.5,0.89,0.86,0.95,2,1,1,1,111392,,0,25,2,5.05,19,0.15,0,1,10.5,11.5,1,0.85,0.95,2,2,288,1,1,25
369,1,1,1,0,0,1,0,0,0,1,0,15,4,4.35,18,0.12,0,87,2,7,15,1.17,1.06,1.17,3,2,2,3,120992,,0,0,0,,,,,,,,,,,,,289,0,1,15
369,1,1,1,0,0,1,0,0,0,1,0,15,4,4.35,18,0.12,0,87,2,7,15,1.17,1.06,1.17,3,2,2,3,120992,,0,0,0,,,,,,,,,,,,,289,1,1,0
370,1,0,1,0,0,1,0,0,0,0,20,11.5,3.3,4.85,18,0.25,0,80,3,7,16,1.06,0.95,0.95,3,2,1,1,110792,,26,5,3,5.05,,0.1,1,3,7,16,,,,3,2,290,0,1,31.5
370,1,0,1,0,0,1,0,0,0,0,20,11.5,3.3,4.85,18,0.25,0,80,3,7,16,1.06,0.95,0.95,3,2,1,1,110792,,26,5,3,5.05,,0.1,1,3,7,16,,,,3,2,290,1,1,31
371,1,0,1,0,0,1,0,0,0,0,12,23,4,5,13,0.15,0,100,2,7,16,1.06,1.02,0.95,3,3,1,1,110792,,11,22,5,5.25,26,,0,3,7,16,,,,4,2,291,0,1,35
371,1,0,1,0,0,1,0,0,0,0,12,23,4,5,13,0.15,0,100,2,7,16,1.06,1.02,0.95,3,3,1,1,110792,,11,22,5,5.25,26,,0,3,7,16,,,,4,2,291,1,1,33
372,1,1,1,0,0,1,0,0,0,2,0,45,5,,26,0.15,1,30,3,6.5,19,1.1,0.95,1.1,4,,1,1,111792,1,30,20,5,5.05,8,0.08,0,2,6.5,18.5,1.06,1.05,1.04,4,3,292,0,1,45
372,1,1,1,0,0,1,0,0,0,2,0,45,5,,26,0.15,1,30,3,6.5,19,1.1,0.95,1.1,4,,1,1,111792,1,30,20,5,5.05,8,0.08,0,2,6.5,18.5,1.06,1.05,1.04,4,3,292,1,1,50
373,1,1,1,0,0,1,0,0,0,0,14,12,4,5,4,0.25,0,100,2,6.5,15.5,1.01,0.95,1.03,6,3,1,1,110792,,18,15,4,5.05,13,0.25,1,2,6.5,15.5,1.1,0.94,1.02,6,5,293,0,1,26
373,1,1,1,0,0,1,0,0,0,0,14,12,4,5,4,0.25,0,100,2,6.5,15.5,1.01,0.95,1.03,6,3,1,1,110792,,18,15,4,5.05,13,0.25,1,2,6.5,15.5,1.1,0.94,1.02,6,5,293,1,1,33
375,1,0,1,0,0,1,0,0,0,3,25,10,4,5.25,26,0.25,1,0,1,7,15,1.02,0.8,,4,2,1,1,111692,1,0,25,4,5.5,26,0.1,1,1,7,15,1.05,0.94,1.01,3,3,294,0,1,35
375,1,0,1,0,0,1,0,0,0,3,25,10,4,5.25,26,0.25,1,0,1,7,15,1.02,0.8,,4,2,1,1,111692,1,0,25,4,5.5,26,0.1,1,1,7,15,1.05,0.94,1.01,3,3,294,1,1,25
376,1,0,1,0,0,1,0,0,0,3,4,10,4,4.5,13,0.1,0,,2,8,14,0.95,0.95,0.96,8,4,1,1,111792,2,0,17,3,5.05,15,0.2,1,2,8,14,1.26,1.01,1,3,3,295,0,1,14
376,1,0,1,0,0,1,0,0,0,3,4,10,4,4.5,13,0.1,0,,2,8,14,0.95,0.95,0.96,8,4,1,1,111792,2,0,17,3,5.05,15,0.2,1,2,8,14,1.26,1.01,1,3,3,295,1,1,17
377,1,0,1,0,0,1,0,0,0,3,12,6,3,4.25,26,0.15,1,90,2,8,14,1.06,0.95,0.95,3,2,1,1,110792,,11,12,3,5.05,26,0.2,0,2,8,14,1.05,0.95,0.94,3,1,296,0,1,18
377,1,0,1,0,0,1,0,0,0,3,12,6,3,4.25,26,0.15,1,90,2,8,14,1.06,0.95,0.95,3,2,1,1,110792,,11,12,3,5.05,26,0.2,0,2,8,14,1.05,0.95,0.94,3,1,296,1,1,23
378,1,1,1,0,0,1,0,0,0,4,10,8,4,5,52,0.1,0,,2,6.5,18.5,1.1,0.96,1.1,5,5,1,1,110792,,20,15,4,5.05,52,0.25,1,2,6,19,1.05,0.99,1.03,6,4,297,0,1,18
378,1,1,1,0,0,1,0,0,0,4,10,8,4,5,52,0.1,0,,2,6.5,18.5,1.1,0.96,1.1,5,5,1,1,110792,,20,15,4,5.05,52,0.25,1,2,6,19,1.05,0.99,1.03,6,4,297,1,1,35
379,1,0,1,0,0,1,0,0,0,0,20,12,4,4.62,26,0.17,0,30,3,7,16,1.06,1.06,0.95,3,2,1,1,111792,1,28,6,3,5.05,52,0.15,1,1,7,16,1.06,1.06,1.06,3,2,298,0,1,32
379,1,0,1,0,0,1,0,0,0,0,20,12,4,4.62,26,0.17,0,30,3,7,16,1.06,1.06,0.95,3,2,1,1,111792,1,28,6,3,5.05,52,0.15,1,1,7,16,1.06,1.06,1.06,3,2,298,1,1,34
380,1,0,1,0,0,1,0,0,0,0,10,15,3,4.5,52,0.2,0,50,3,7,16,1.06,0.95,0.95,3,2,1,1,110792,,15,14,3,5.05,26,0.13,0,1,7,16,1.05,0.94,0.94,3,2,299,0,1,25
380,1,0,1,0,0,1,0,0,0,0,10,15,3,4.5,52,0.2,0,50,3,7,16,1.06,0.95,0.95,3,2,1,1,110792,,15,14,3,5.05,26,0.13,0,1,7,16,1.05,0.94,0.94,3,2,299,1,1,29
381,1,0,1,0,0,1,0,0,0,0,10,20,4,5,13,0.5,1,0,2,6.5,16.5,1.27,1.17,1.1,4,2,1,1,111692,,15,15,5,5.05,8,0.47,1,2,6.5,16.5,1.37,1.16,1.16,4,2,300,0,1,30
381,1,0,1,0,0,1,0,0,0,0,10,20,4,5,13,0.5,1,0,2,6.5,16.5,1.27,1.17,1.1,4,2,1,1,111692,,15,15,5,5.05,8,0.47,1,2,6.5,16.5,1.37,1.16,1.16,4,2,300,1,1,30
383,1,0,1,0,0,1,0,0,0,3,6,4,2,4.5,26,0.25,0,30,1,7,16,1.15,0.95,0.95,2,2,1,1,111892,2,7,2,2,5.05,26,0.38,0,1,7,16,1.16,1.01,1.05,2,2,301,0,1,10
383,1,0,1,0,0,1,0,0,0,3,6,4,2,4.5,26,0.25,0,30,1,7,16,1.15,0.95,0.95,2,2,1,1,111892,2,7,2,2,5.05,26,0.38,0,1,7,16,1.16,1.01,1.05,2,2,301,1,1,9
385,1,0,1,0,0,1,0,0,0,2,16,14,3,4.25,,0.15,1,25,1,7,17,,,,3,2,2,1,120992,4,15,14,3,5.05,28,0.1,0,2,7,17,1.16,1.22,0.41,3,3,302,0,1,30
385,1,0,1,0,0,1,0,0,0,2,16,14,3,4.25,,0.15,1,25,1,7,17,,,,3,2,2,1,120992,4,15,14,3,5.05,28,0.1,0,2,7,17,1.16,1.22,0.41,3,3,302,1,1,29
386,1,0,1,0,0,1,0,0,0,0,0,19,3,4.25,39,0.25,0,,1,7,17,1.06,0.95,0.95,3,2,1,1,111692,,14,10,4,5.05,26,0.25,0,1,7,17,1.05,0.95,0.95,4,2,303,0,1,19
386,1,0,1,0,0,1,0,0,0,0,0,19,3,4.25,39,0.25,0,,1,7,17,1.06,0.95,0.95,3,2,1,1,111692,,14,10,4,5.05,26,0.25,0,1,7,17,1.05,0.95,0.95,4,2,303,1,1,24
391,2,0,1,0,0,1,0,0,0,3,15,5,2,4.25,6,0.12,0,12,2,11,10,1.06,1.06,2.66,3,3,1,1,111492,2,12,7,2,5.05,,,0,2,11,10,1.05,1.05,2.64,4,3,304,0,1,20
391,2,0,1,0,0,1,0,0,0,3,15,5,2,4.25,6,0.12,0,12,2,11,10,1.06,1.06,2.66,3,3,1,1,111492,2,12,7,2,5.05,,,0,2,11,10,1.05,1.05,2.64,4,3,304,1,1,19
393,2,1,1,0,0,1,0,0,0,4,4,10,3,4.62,2,0.25,0,100,2,11,11,1.17,1.27,2.77,3,2,1,1,111792,3,18,4,3,5.25,13,0.25,1,1,11,11,1.16,1.26,2.75,3,2,305,0,1,14
393,2,1,1,0,0,1,0,0,0,4,4,10,3,4.62,2,0.25,0,100,2,11,11,1.17,1.27,2.77,3,2,1,1,111792,3,18,4,3,5.25,13,0.25,1,1,11,11,1.16,1.26,2.75,3,2,305,1,1,22
396,3,1,1,0,0,1,0,0,0,1,24,16,4,4.87,9,0.37,0,10,2,6,17,1.27,1.07,2.13,5,3,1,1,111192,,8,30,3,5.4,26,0.1,0,2,7,16,1.11,1.05,1.05,5,3,306,0,1,40
396,3,1,1,0,0,1,0,0,0,1,24,16,4,4.87,9,0.37,0,10,2,6,17,1.27,1.07,2.13,5,3,1,1,111192,,8,30,3,5.4,26,0.1,0,2,7,16,1.11,1.05,1.05,5,3,306,1,1,38
397,3,1,1,0,0,1,0,0,0,2,4,28,3,4.25,52,0.62,0,85,2,6,17,1.12,1.02,1.06,4,3,2,1,122892,9,6,15,3,5.05,52,0.24,0,2,6,17,1.17,1.06,2.11,4,3,307,0,1,32
397,3,1,1,0,0,1,0,0,0,2,4,28,3,4.25,52,0.62,0,85,2,6,17,1.12,1.02,1.06,4,3,2,1,122892,9,6,15,3,5.05,52,0.24,0,2,6,17,1.17,1.06,2.11,4,3,307,1,1,21
398,3,1,1,0,0,1,0,0,0,1,14,13,4,4.75,13,0.15,0,25,2,6,17,1.12,1.06,1.06,5,4,2,1,121092,2,25,15,3,5.05,28,,0,2,6,17,1.11,1.06,1.05,5,3,308,0,1,27
398,3,1,1,0,0,1,0,0,0,1,14,13,4,4.75,13,0.15,0,25,2,6,17,1.12,1.06,1.06,5,4,2,1,121092,2,25,15,3,5.05,28,,0,2,6,17,1.11,1.06,1.05,5,3,308,1,1,40
399,3,1,1,0,0,1,0,0,0,0,13,8,3,4.87,18,0.3,1,,2,6,17,1.27,1.04,1.12,7,3,1,1,111192,,18,18,4,5.05,26,0.23,0,2,7,16,1.26,1.08,1.05,7,4,309,0,1,21
399,3,1,1,0,0,1,0,0,0,0,13,8,3,4.87,18,0.3,1,,2,6,17,1.27,1.04,1.12,7,3,1,1,111192,,18,18,4,5.05,26,0.23,0,2,7,16,1.26,1.08,1.05,7,4,309,1,1,36
400,3,1,1,0,0,1,0,0,0,0,16,15,3,4.5,39,0.5,0,50,3,6,17,1.2,1.06,1.06,5,5,1,1,111192,,8,24,3,5.05,41,0.15,0,2,7,16,1.17,1.01,1.05,5,3,310,0,1,31
400,3,1,1,0,0,1,0,0,0,0,16,15,3,4.5,39,0.5,0,50,3,6,17,1.2,1.06,1.06,5,5,1,1,111192,,8,24,3,5.05,41,0.15,0,2,7,16,1.17,1.01,1.05,5,3,310,1,1,32
401,3,0,1,0,0,1,0,0,0,0,8,6,4,4.25,13,0.17,1,18,2,7,16,1.12,1.02,1.02,6,4,1,1,111792,2,5,27,4,5.05,26,0.15,0,2,6,16,1.12,1.05,1.05,6,4,311,0,1,14
401,3,0,1,0,0,1,0,0,0,0,8,6,4,4.25,13,0.17,1,18,2,7,16,1.12,1.02,1.02,6,4,1,1,111792,2,5,27,4,5.05,26,0.15,0,2,6,16,1.12,1.05,1.05,6,4,311,1,1,32
402,3,1,1,0,0,1,0,0,0,2,11,10,3,4.75,26,0.25,0,20,2,6,16,1.12,1.02,1.06,4,2,1,1,111692,,17,5,2,5.05,26,0.13,0,2,7,15,1.11,1.05,1.05,4,1,312,0,1,21
402,3,1,1,0,0,1,0,0,0,2,11,10,3,4.75,26,0.25,0,20,2,6,16,1.12,1.02,1.06,4,2,1,1,111692,,17,5,2,5.05,26,0.13,0,2,7,15,1.11,1.05,1.05,4,1,312,1,1,22
403,3,1,1,0,0,1,0,0,0,2,13,31,,5.05,26,0.15,0,10,2,6,18,1.09,1.12,1.06,5,4,1,1,111892,3,11,23,3,5.05,13,,1,2,7,16,1.11,1.06,1.05,4,4,313,0,1,44
403,3,1,1,0,0,1,0,0,0,2,13,31,,5.05,26,0.15,0,10,2,6,18,1.09,1.12,1.06,5,4,1,1,111892,3,11,23,3,5.05,13,,1,2,7,16,1.11,1.06,1.05,4,4,313,1,1,34
405,3,1,1,0,0,1,0,0,0,3,6,17,3,4.32,26,0.12,0,57,2,6,17,1.12,1.02,1.06,7,4,1,1,111692,,1.5,15,3,5.05,26,0.15,0,2,7,16,1.12,1.01,1.05,6,3,314,0,1,23
405,3,1,1,0,0,1,0,0,0,3,6,17,3,4.32,26,0.12,0,57,2,6,17,1.12,1.02,1.06,7,4,1,1,111692,,1.5,15,3,5.05,26,0.15,0,2,7,16,1.12,1.01,1.05,6,3,314,1,1,16.5
406,4,1,1,0,0,1,0,0,0,0,12,35,4,5,,0.32,0,0,1,10.5,11.5,1.02,,2.14,2,2,1,1,111392,,17,22,4,5.5,13,,,1,10.5,12.5,0.84,0.94,1.99,2,2,315,0,1,47
406,4,1,1,0,0,1,0,0,0,0,12,35,4,5,,0.32,0,0,1,10.5,11.5,1.02,,2.14,2,2,1,1,111392,,17,22,4,5.5,13,,,1,10.5,12.5,0.84,0.94,1.99,2,2,315,1,1,39
407,2,1,0,0,0,0,0,1,0,0,2,12,3,4.75,52,0.12,0,90,3,11,10,0.95,0.74,2.33,4,3,1,1,111492,,1,14,3,4.25,4,0.3,0,1,11,11,0.95,0.84,2.53,4,3,316,0,0,14
407,2,1,0,0,0,0,0,1,0,0,2,12,3,4.75,52,0.12,0,90,3,11,10,0.95,0.74,2.33,4,3,1,1,111492,,1,14,3,4.25,4,0.3,0,1,11,11,0.95,0.84,2.53,4,3,316,1,0,15
407,4,1,1,0,0,1,0,0,0,2,5,10,2,5.75,26,0.15,1,0,2,11,10.5,1.17,1.17,1.38,1,1,1,1,111392,,8,7,3,5.5,26,0.15,0,2,11,10.5,1.05,1.16,2.32,1,1,317,0,1,15
407,4,1,1,0,0,1,0,0,0,2,5,10,2,5.75,26,0.15,1,0,2,11,10.5,1.17,1.17,1.38,1,1,1,1,111392,,8,7,3,5.5,26,0.15,0,2,11,10.5,1.05,1.16,2.32,1,1,317,1,1,15
409,1,0,1,0,0,1,0,0,0,0,3,60,2,5,39,,0,0,1,7,15,1.19,0.87,0.95,3,3,1,1,111792,2,0,15,3,5.05,,,0,1,7,15,1.09,1.04,1.01,3,3,318,0,1,63
409,1,0,1,0,0,1,0,0,0,0,3,60,2,5,39,,0,0,1,7,15,1.19,0.87,0.95,3,3,1,1,111792,2,0,15,3,5.05,,,0,1,7,15,1.09,1.04,1.01,3,3,318,1,1,15
410,1,0,1,0,0,1,0,0,0,0,0,35,3,4.25,26,0.1,0,,3,7,16,1.04,1.12,1.02,4,3,1,1,111692,,0,35,3,5.05,26,0.1,1,2,7,16,1.19,0.98,1.01,4,3,319,0,1,35
410,1,0,1,0,0,1,0,0,0,0,0,35,3,4.25,26,0.1,0,,3,7,16,1.04,1.12,1.02,4,3,1,1,111692,,0,35,3,5.05,26,0.1,1,2,7,16,1.19,0.98,1.01,4,3,319,1,1,35
411,1,0,1,0,0,1,0,0,0,1,0,36,3,4.5,26,0.1,0,100,2,7,16,1.16,1.02,1.09,5,4,1,1,111692,,4,36,3,5.05,4,0.13,1,2,7,16,1.15,1.01,1.01,5,4,320,0,1,36
411,1,0,1,0,0,1,0,0,0,1,0,36,3,4.5,26,0.1,0,100,2,7,16,1.16,1.02,1.09,5,4,1,1,111692,,4,36,3,5.05,4,0.13,1,2,7,16,1.15,1.01,1.01,5,4,320,1,1,40
412,2,0,1,0,1,0,0,0,0,0,0,17,2,4.5,,0.37,0,18,1,11,11,1.06,1.02,2.34,5,2,1,1,111292,,0,13,2,5.05,,,0,1,11,11,1.15,1.05,2.64,5,3,321,0,1,17
412,2,0,1,0,1,0,0,0,0,0,0,17,2,4.5,,0.37,0,18,1,11,11,1.06,1.02,2.34,5,2,1,1,111292,,0,13,2,5.05,,,0,1,11,11,1.15,1.05,2.64,5,3,321,1,1,13
413,1,0,1,0,0,1,0,0,0,0,0,36,5,4.25,9,0.5,0,100,1,6,17,1.12,1.02,1.06,4,3,1,1,110792,,0,20,3,5.05,26,0.13,1,1,7,17,1.11,1.01,1.05,4,2,322,0,1,36
413,1,0,1,0,0,1,0,0,0,0,0,36,5,4.25,9,0.5,0,100,1,6,17,1.12,1.02,1.06,4,3,1,1,110792,,0,20,3,5.05,26,0.13,1,1,7,17,1.11,1.01,1.05,4,2,322,1,1,20
414,1,0,1,0,0,1,0,0,0,0,0,36,5,4.25,26,,0,45,1,7,16,1.06,0.95,1.11,4,2,1,1,111692,,13,9,4,5.05,26,0.38,1,3,7,16,1.15,0.95,1.13,4,3,323,0,1,36
414,1,0,1,0,0,1,0,0,0,0,0,36,5,4.25,26,,0,45,1,7,16,1.06,0.95,1.11,4,2,1,1,111692,,13,9,4,5.05,26,0.38,1,3,7,16,1.15,0.95,1.13,4,3,323,1,1,22
415,1,0,1,0,0,1,0,0,0,0,8,32,5,4.25,9,,1,65,2,7,16,1.06,0.91,0.98,5,3,1,1,110792,,0,38,4,5.05,52,,0,2,7,16,1.05,0.9,1.04,4,2,324,0,1,40
415,1,0,1,0,0,1,0,0,0,0,8,32,5,4.25,9,,1,65,2,7,16,1.06,0.91,0.98,5,3,1,1,110792,,0,38,4,5.05,52,,0,2,7,16,1.05,0.9,1.04,4,2,324,1,1,38
417,1,1,1,0,0,1,0,0,0,0,4,28,3,4.25,13,0.2,1,90,2,7,16,1.05,0.94,1.07,4,4,1,1,110992,,13,17,4,5.05,26,0.15,1,3,7,16,1.11,1.09,1,3,2,325,0,1,32
417,1,1,1,0,0,1,0,0,0,0,4,28,3,4.25,13,0.2,1,90,2,7,16,1.05,0.94,1.07,4,4,1,1,110992,,13,17,4,5.05,26,0.15,1,3,7,16,1.11,1.09,1,3,2,325,1,1,30
418,1,0,1,0,0,1,0,0,0,2,30,15,4,4.25,26,0.1,1,10,2,8,15,1.02,1.01,0.52,4,3,1,1,110992,,0,35,4,5.05,26,0.15,0,2,7,16,1.03,0.9,0.59,3,3,326,0,1,45
418,1,0,1,0,0,1,0,0,0,2,30,15,4,4.25,26,0.1,1,10,2,8,15,1.02,1.01,0.52,4,3,1,1,110992,,0,35,4,5.05,26,0.15,0,2,7,16,1.03,0.9,0.59,3,3,326,1,1,35
419,2,1,1,0,0,1,0,0,0,4,3,10,4,4.25,,0.5,0,15,2,11,11,1.06,0.85,2.34,4,4,2,1,121592,4,5,5,2,5.05,,,0,1,11,11,1.05,0.84,2.53,4,3,327,0,1,13
419,2,1,1,0,0,1,0,0,0,4,3,10,4,4.25,,0.5,0,15,2,11,11,1.06,0.85,2.34,4,4,2,1,121592,4,5,5,2,5.05,,,0,1,11,11,1.05,0.84,2.53,4,3,327,1,1,10
421,2,1,1,0,0,1,0,0,0,3,20,10,8,4.62,4,0.37,0,10,2,10.5,13,1.06,0.85,2.34,4,2,1,1,111792,3,25,7,8,5.05,4,1,0,2,10.5,13,1.05,0.84,2.32,4,2,328,0,1,30
421,2,1,1,0,0,1,0,0,0,3,20,10,8,4.62,4,0.37,0,10,2,10.5,13,1.06,0.85,2.34,4,2,1,1,111792,3,25,7,8,5.05,4,1,0,2,10.5,13,1.05,0.84,2.32,4,2,328,1,1,32
422,2,0,1,0,0,1,0,0,0,2,0,7,3,4.75,,0.25,0,,2,10,11,1.06,0.85,2.34,4,2,1,1,111492,2,5,10,6,5.05,,,0,1,11,11,1.01,0.84,2.32,4,4,329,0,1,7
422,2,0,1,0,0,1,0,0,0,2,0,7,3,4.75,,0.25,0,,2,10,11,1.06,0.85,2.34,4,2,1,1,111492,2,5,10,6,5.05,,,0,1,11,11,1.01,0.84,2.32,4,4,329,1,1,15
423,2,1,1,0,0,1,0,0,0,3,2,10,2,4.95,13,0.5,1,33,1,11,12,1.06,0.85,2.34,3,2,1,1,111492,1,19,3.5,3,5.25,13,0.5,0,1,11,11,1.05,0.84,2.32,3,2,330,0,1,12
423,2,1,1,0,0,1,0,0,0,3,2,10,2,4.95,13,0.5,1,33,1,11,12,1.06,0.85,2.34,3,2,1,1,111492,1,19,3.5,3,5.25,13,0.5,0,1,11,11,1.05,0.84,2.32,3,2,330,1,1,22.5
424,2,1,1,0,0,1,0,0,0,0,3.5,6.5,3,4.75,13,0.25,0,45,1,11,11,1.06,0.85,2.34,5,3,1,1,111792,1,12,3,4,5.25,19,0.5,0,1,11,14,1.05,0.94,2.32,5,3,331,0,1,10
424,2,1,1,0,0,1,0,0,0,0,3.5,6.5,3,4.75,13,0.25,0,45,1,11,11,1.06,0.85,2.34,5,3,1,1,111792,1,12,3,4,5.25,19,0.5,0,1,11,14,1.05,0.94,2.32,5,3,331,1,1,15
426,3,1,1,0,0,1,0,0,0,0,3,33,5,4.25,26,0.15,0,75,2,5,19,1.18,1.02,1.06,5,3,1,1,111192,,5,25,3,5.05,19,0.25,1,2,6,18,1.11,1.05,1.05,6,5,332,0,1,36
426,3,1,1,0,0,1,0,0,0,0,3,33,5,4.25,26,0.15,0,75,2,5,19,1.18,1.02,1.06,5,3,1,1,111192,,5,25,3,5.05,19,0.25,1,2,6,18,1.11,1.05,1.05,6,5,332,1,1,30
427,4,0,1,0,0,1,0,0,0,3,7,8,3,4.75,13,0.1,0,40,2,10.5,12.5,1.06,0.98,2.03,2,2,2,1,121792,4,0,35,3,5.05,,,1,2,10.5,12.5,1.11,1.09,2.07,2,2,333,0,1,15
427,4,0,1,0,0,1,0,0,0,3,7,8,3,4.75,13,0.1,0,40,2,10.5,12.5,1.06,0.98,2.03,2,2,2,1,121792,4,0,35,3,5.05,,,1,2,10.5,12.5,1.11,1.09,2.07,2,2,333,1,1,35
428,4,0,1,0,0,1,0,0,0,2,0,33,3,4.62,13,0.12,0,100,2,10.5,12.5,1.06,0.98,1.06,2,2,1,1,111392,,10,24,3,5.14,13,0.1,0,2,10.5,12.5,1.05,0.89,2.11,2,2,334,0,1,33
428,4,0,1,0,0,1,0,0,0,2,0,33,3,4.62,13,0.12,0,100,2,10.5,12.5,1.06,0.98,1.06,2,2,1,1,111392,,10,24,3,5.14,13,0.1,0,2,10.5,12.5,1.05,0.89,2.11,2,2,334,1,1,34
430,1,0,0,0,0,0,1,0,0,0,20,25,4,4.25,13,0.15,0,44,2,7,15,0.95,0.75,0.8,3,3,1,1,110792,,0,48,3,4.25,26,0.13,0,2,7,16,0.91,0.73,0.75,3,3,335,0,0,45
430,1,0,0,0,0,0,1,0,0,0,20,25,4,4.25,13,0.15,0,44,2,7,15,0.95,0.75,0.8,3,3,1,1,110792,,0,48,3,4.25,26,0.13,0,2,7,16,0.91,0.73,0.75,3,3,335,1,0,48
432,1,0,0,0,0,0,1,0,0,0,20,55,5,4.5,17,0.15,0,75,2,7,16,0.94,0.74,0.79,4,3,1,1,110792,1,25,10,4,5.05,26,0.2,0,2,7,16,0.94,0.74,0.79,3,1,336,0,0,75
432,1,0,0,0,0,0,1,0,0,0,20,55,5,4.5,17,0.15,0,75,2,7,16,0.94,0.74,0.79,4,3,1,1,110792,1,25,10,4,5.05,26,0.2,0,2,7,16,0.94,0.74,0.79,3,1,336,1,0,35
433,1,0,0,0,0,0,1,0,0,0,10,30,4,4.25,13,0.15,0,75,2,7,16,0.95,0.73,0.8,3,3,2,1,123092,6,0,42,4,,,,0,2,7,16,0.94,0.74,0.74,3,3,337,0,0,40
433,1,0,0,0,0,0,1,0,0,0,10,30,4,4.25,13,0.15,0,75,2,7,16,0.95,0.73,0.8,3,3,2,1,123092,6,0,42,4,,,,0,2,7,16,0.94,0.74,0.74,3,3,337,1,0,42
434,1,0,0,0,0,0,1,0,0,2,15,50,5,4.25,6,0.25,0,77,2,7,16,0.95,0.75,,3,3,1,1,111692,,19,29,4,4.25,,,0,2,7,16,0.95,0.8,0.8,3,3,338,0,0,65
434,1,0,0,0,0,0,1,0,0,2,15,50,5,4.25,6,0.25,0,77,2,7,16,0.95,0.75,,3,3,1,1,111692,,19,29,4,4.25,,,0,2,7,16,0.95,0.8,0.8,3,3,338,1,0,48
435,1,0,0,0,0,0,1,0,0,1,1,37.5,3,4.25,4,0.17,1,25,2,6.5,15.5,0.95,0.75,0.79,3,3,1,1,110792,,0,32,5,4.25,6,0.15,1,2,6.5,15.5,0.94,0.74,0.79,3,2,339,0,0,38.5
435,1,0,0,0,0,0,1,0,0,1,1,37.5,3,4.25,4,0.17,1,25,2,6.5,15.5,0.95,0.75,0.79,3,3,1,1,110792,,0,32,5,4.25,6,0.15,1,2,6.5,15.5,0.94,0.74,0.79,3,2,339,1,0,32
438,2,0,0,0,0,0,1,0,0,2,0,9,3,4.25,52,0.07,0,11,2,11,8,1.01,0.84,2.43,2,1,1,1,111292,,2,9,3,4.25,52,0.05,0,2,11,9,0.95,0.84,2.43,2,1,340,0,0,9
438,2,0,0,0,0,0,1,0,0,2,0,9,3,4.25,52,0.07,0,11,2,11,8,1.01,0.84,2.43,2,1,1,1,111292,,2,9,3,4.25,52,0.05,0,2,11,9,0.95,0.84,2.43,2,1,340,1,0,11
440,4,0,0,0,0,0,1,0,0,2,0,25,3,4.25,19,0.15,0,100,2,10.5,11.5,0.89,0.79,2.01,2,2,1,1,111392,,0,30,3,,,,0,2,10.5,11.5,1,0.8,1.8,2,2,341,0,0,25
440,4,0,0,0,0,0,1,0,0,2,0,25,3,4.25,19,0.15,0,100,2,10.5,11.5,0.89,0.79,2.01,2,2,1,1,111392,,0,30,3,,,,0,2,10.5,11.5,1,0.8,1.8,2,2,341,1,0,30
441,4,0,0,0,0,0,1,0,0,2,30,10,3,4.25,4,0.25,1,100,2,10.5,11.5,0.89,0.77,0.84,2,2,1,1,111392,,0,30,3,4.25,4,0.25,0,2,10.5,11.5,1,0.8,1.81,2,2,342,0,0,40
441,4,0,0,0,0,0,1,0,0,2,30,10,3,4.25,4,0.25,1,100,2,10.5,11.5,0.89,0.77,0.84,2,2,1,1,111392,,0,30,3,4.25,4,0.25,0,2,10.5,11.5,1,0.8,1.81,2,2,342,1,0,30
443,4,0,0,0,0,0,1,0,0,0,4,19,4,4.25,4,0.25,0,95,2,10.5,11.5,0.89,0.79,1.8,2,2,1,1,111392,,5,20,4,4.35,17,0.18,0,2,10.5,11.5,1,0.8,1.81,2,2,343,0,0,23
443,4,0,0,0,0,0,1,0,0,0,4,19,4,4.25,4,0.25,0,95,2,10.5,11.5,0.89,0.79,1.8,2,2,1,1,111392,,5,20,4,4.35,17,0.18,0,2,10.5,11.5,1,0.8,1.81,2,2,343,1,0,25
